,Ind_ID,Gender,Car_Owner,Property_Owner,Children,Annual_Income,Type_Income,Education,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,Email_ID,Type_Occupation,Family_Members,Label
1161,5115679,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22442.0,365243,1,0,1,0,Laborers,2,0
1162,5115797,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14578.0,-7346,1,0,0,0,Laborers,2,0
1163,5115814,M,N,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14336.0,-6860,1,0,0,0,Laborers,5,0
1164,5115884,F,N,Y,0,54000.0,Pensioner,Higher education,Married,House / apartment,-24507.0,365243,1,0,0,0,Laborers,2,0
1165,5115894,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17455.0,-1321,1,0,0,0,Drivers,2,0
1166,5115921,M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15344.0,-314,1,0,0,0,Drivers,2,0
1167,5115947,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9586.0,-1107,1,0,0,0,Laborers,1,0
1168,5115957,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,-15494.0,-4304,1,0,0,0,Sales staff,1,0
1169,5115984,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,-13174.0,-2477,1,0,0,0,Managers,4,0
1171,5116005,M,Y,Y,1,900000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-16923.0,-2537,1,0,0,0,High skill tech staff,3,0
1172,5116018,F,Y,Y,0,450000.0,Pensioner,Higher education,Widow,House / apartment,-22083.0,365243,1,0,1,0,Laborers,1,0
1173,5116035,M,Y,Y,0,126000.0,Working,Higher education,Single / not married,House / apartment,-14522.0,-863,1,1,0,0,Managers,1,1
1175,5116046,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13455.0,-2051,1,0,0,0,Core staff,2,0
1176,5116056,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17803.0,-10762,1,0,0,0,Accountants,2,0
1177,5116163,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-9899.0,-320,1,0,0,0,Security staff,4,0
1178,5116258,F,N,Y,4,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17468.0,-7413,1,0,0,0,Core staff,6,1
1179,5116301,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22655.0,365243,1,0,0,0,Laborers,2,1
1182,5116305,F,N,Y,0,191399.3262295082,Pensioner,Secondary / secondary special,Married,House / apartment,-22655.0,365243,1,0,0,0,Laborers,2,1
1183,5116319,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14212.0,-1889,1,0,0,0,Laborers,4,0
1184,5116343,M,Y,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-11695.0,-3929,1,1,0,0,Laborers,3,0
1185,5116369,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19511.0,-3503,1,0,0,0,Drivers,2,0
1186,5116373,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-10092.0,-976,1,0,0,0,Laborers,3,0
1187,5116478,M,Y,Y,2,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13383.0,-489,1,0,1,0,Drivers,4,0
1188,5116594,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-15602.0,-611,1,0,0,0,Laborers,2,0
1189,5116606,M,Y,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,-17115.0,-4599,1,0,1,0,Laborers,2,0
1190,5116613,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11808.0,-3533,1,0,0,0,Laborers,2,0
1191,5116621,F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-13811.0,-3380,1,0,0,0,Laborers,3,0
1192,5116633,F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-22501.0,365243,1,0,0,0,Laborers,1,0
1193,5116640,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15804.0,-732,1,0,0,1,Laborers,3,0
1194,5116643,F,N,Y,0,261000.0,Working,Secondary / secondary special,Married,House / apartment,-20047.0,-2559,1,0,0,0,Laborers,2,0
1195,5116676,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13427.0,-458,1,1,0,0,Laborers,5,0
1196,5116714,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-19124.0,-670,1,0,0,0,Laborers,1,0
1197,5116801,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16286.0,-1677,1,0,0,0,Drivers,3,0
1198,5116809,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18365.0,-701,1,0,0,0,High skill tech staff,2,0
1199,5116817,M,N,Y,0,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,-16542.0,-8737,1,1,1,0,Core staff,1,0
1201,5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,-11061.0,-157,1,1,1,0,High skill tech staff,1,0
1202,5116883,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17779.0,-1344,1,1,0,0,Laborers,2,0
1203,5116906,M,Y,Y,0,211500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15047.0,-7553,1,0,0,0,Core staff,2,1
1204,5116991,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495.0,-3505,1,0,1,0,Laborers,2,0
1205,5117022,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-12462.0,-279,1,1,0,0,Laborers,4,0
1206,5117047,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23027.0,365243,1,0,0,0,Laborers,1,0
1207,5117065,F,N,Y,2,225000.0,Working,Higher education,Married,House / apartment,-16040.342070773264,-1648,1,1,1,0,Accountants,4,0
1208,5117095,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14010.0,365243,1,0,0,0,Laborers,2,0
1209,5117182,M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20570.0,365243,1,0,0,0,Laborers,2,0
1210,5117190,F,N,Y,3,207000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-15267.0,-461,1,1,1,0,Laborers,4,0
1211,5117202,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13530.0,-95,1,0,0,0,Sales staff,1,0
1212,5117216,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11107.0,-1953,1,0,0,0,Core staff,2,0
1214,5117233,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13826.0,-7128,1,0,0,0,Laborers,2,0
1215,5117248,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12974.0,-2379,1,0,0,0,Laborers,4,0
1216,5117254,F,Y,Y,0,207000.0,State servant,Higher education,Married,House / apartment,-22398.0,-3506,1,0,0,0,Medicine staff,2,0
1217,5117313,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13022.0,-3931,1,1,1,0,Laborers,3,1
1218,5117314,M,N,Y,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,-16632.0,-1679,1,0,0,0,Laborers,3,0
1219,5117323,F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,-12116.0,-553,1,0,0,0,Managers,2,0
1220,5117331,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15027.0,-2257,1,0,1,0,Sales staff,1,0
1221,5117392,F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-17615.0,-339,1,0,0,0,Accountants,1,0
1222,5117403,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-16758.0,-1619,1,0,0,0,Waiters/barmen staff,2,0
1223,5117413,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22279.0,365243,1,0,1,0,Laborers,1,1
1224,5117450,F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11863.0,-96,1,1,0,0,Laborers,4,0
1225,5117497,M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16459.0,-704,1,1,0,0,Low-skill Laborers,2,0
1226,5117551,M,Y,N,1,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12930.0,-2865,1,1,1,0,Drivers,3,0
1227,5117561,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16040.342070773264,-645,1,1,0,0,Laborers,2,0
1228,5117594,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16898.0,-7310,1,1,1,0,Core staff,1,0
1229,5117605,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-14098.0,-2257,1,0,0,0,Core staff,2,0
1230,5117622,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,-14659.0,-127,1,0,0,0,Drivers,4,0
1231,5117698,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-20319.0,-3961,1,1,0,0,Laborers,2,0
1232,5117716,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16675.0,-5056,1,1,1,0,Drivers,2,0
1233,5117753,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-16011.0,-1649,1,0,0,0,Managers,2,0
1236,5117778,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-14407.0,-1345,1,0,0,0,HR staff,1,0
1237,5118026,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13630.0,-3230,1,0,1,0,High skill tech staff,2,0
1238,5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,-11697.0,-614,1,0,0,0,HR staff,4,0
1239,5118046,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23902.0,365243,1,0,1,0,Laborers,1,1
1240,5118108,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8304.0,-1101,1,1,0,0,Laborers,1,0
1241,5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538.0,-5422,1,1,1,0,Drivers,3,0
1243,5118219,M,Y,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15292.0,-645,1,1,1,0,Drivers,2,0
1244,5118225,M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-20858.0,-3110,1,0,0,0,Laborers,2,0
1245,5118268,M,Y,N,1,360000.0,State servant,Secondary / secondary special,Married,House / apartment,-11294.0,-3536,1,0,1,0,Drivers,3,0
1246,5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,-19566.0,-5453,1,1,0,0,Medicine staff,2,0
1247,5118275,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21363.0,365243,1,0,0,0,Laborers,2,1
1250,5118280,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-21363.0,365243,1,0,0,0,Laborers,2,1
1251,5118283,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21363.0,365243,1,0,0,0,Laborers,2,1
1252,5118397,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17154.0,-1649,1,0,0,0,Drivers,2,0
1253,5118441,F,Y,N,1,108000.0,Commercial associate,Higher education,Married,House / apartment,-16138.0,-431,1,1,0,0,Sales staff,3,0
1254,5118448,F,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,-10080.0,-735,1,1,0,0,Sales staff,3,0
1255,5118472,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9978.0,-1649,1,0,1,0,Drivers,2,0
1256,5118477,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17386.0,-888,1,0,0,0,Laborers,2,0
1257,5118526,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-22190.0,-523,1,0,0,0,Laborers,2,0
1259,5118538,F,N,Y,1,81000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15749.0,-6367,1,1,1,0,Cleaning staff,3,0
1260,5118541,F,N,Y,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,-18132.0,-1039,1,0,1,0,Laborers,2,1
1261,5118545,F,Y,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18279.0,-1741,1,0,1,0,Sales staff,2,0
1262,5118560,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16849.0,-2896,1,0,1,0,Cooking staff,1,0
1263,5118580,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13052.0,-1741,1,0,0,0,Laborers,2,0
1264,5118617,F,N,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15770.0,-5209,1,0,0,0,Sales staff,1,0
1265,5125127,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16098.0,-1868,1,1,1,0,Managers,1,0
1266,5125158,M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11970.0,-1748,1,0,0,0,Laborers,3,0
1268,5125172,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15023.0,-438,1,0,0,0,Laborers,2,0
1269,5125203,F,N,Y,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,-18596.0,-7288,1,0,0,0,Core staff,1,0
1270,5125235,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13766.0,-73,1,0,0,0,High skill tech staff,4,0
1271,5125261,M,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-15423.0,-1200,1,1,1,0,Laborers,2,0
1272,5125277,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16280.0,-3694,1,0,0,1,Sales staff,3,0
1274,5125289,F,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-13939.0,-134,1,0,0,0,Laborers,2,1
1275,5125299,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20846.0,365243,1,0,0,0,Laborers,2,1
1276,5125317,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20874.0,-2722,1,0,0,0,Laborers,2,0
1278,5125399,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10066.0,-834,1,0,0,0,Laborers,2,0
1279,5125425,F,Y,Y,1,189000.0,Working,Lower secondary,Married,House / apartment,-16344.0,-864,1,0,0,1,Core staff,3,0
1280,5125462,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18394.0,-5155,1,0,0,0,Laborers,3,0
1281,5125471,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,-17437.0,-1748,1,0,0,0,Laborers,3,0
1282,5125478,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20661.0,365243,1,0,0,0,Laborers,2,0
1283,5125510,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14952.0,-104,1,0,1,0,Security staff,3,0
1284,5125524,M,N,N,2,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13865.0,-5674,1,1,1,0,Core staff,4,0
1285,5125542,M,N,N,0,180000.0,Working,Higher education,Married,With parents,-13484.0,-2417,1,1,1,0,High skill tech staff,2,0
1286,5125585,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22571.0,365243,1,0,1,0,Laborers,2,0
1287,5125708,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,-16413.0,-622,1,0,1,0,High skill tech staff,2,1
1288,5125710,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,-16413.0,-622,1,0,1,0,High skill tech staff,2,0
1290,5125730,F,Y,Y,1,119700.0,Working,Higher education,Married,House / apartment,-13058.0,-3329,1,0,1,0,Laborers,3,0
1291,5125761,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-18020.0,-1595,1,0,0,0,Cooking staff,1,1
1292,5125763,M,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13030.0,-1626,1,0,1,0,Laborers,3,1
1293,5125771,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-23360.0,-469,1,0,0,0,Laborers,2,0
1295,5125804,F,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-18340.0,-2052,1,0,0,1,Laborers,1,0
1296,5125816,F,Y,N,0,450000.0,Pensioner,Higher education,Married,House / apartment,-19783.0,-5521,1,1,1,0,Managers,2,0
1297,5125928,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11729.0,-652,1,0,0,0,Laborers,3,0
1298,5125934,F,N,Y,2,135000.0,Commercial associate,Lower secondary,Civil marriage,With parents,-9862.0,-1868,1,1,0,0,Sales staff,4,1
1299,5126021,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14788.0,-2661,1,1,1,0,Core staff,3,0
1300,5126034,F,Y,Y,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,-17171.0,-925,1,0,0,1,Cleaning staff,1,0
1301,5126101,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21042.0,365243,1,0,1,0,Laborers,2,0
1302,5126108,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-20577.0,-13010,1,1,0,0,Core staff,1,0
1303,5126121,F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,-15185.0,-227,1,1,1,0,Medicine staff,2,0
1305,5126142,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15904.0,-3787,1,0,0,0,Laborers,4,0
1306,5126278,F,N,N,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21244.0,365243,1,0,0,0,Laborers,2,1
1307,5126294,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21149.0,-11884,1,1,0,0,Laborers,2,0
1308,5126308,F,N,N,0,112500.0,Working,Higher education,Single / not married,Co-op apartment,-12788.0,-531,1,1,1,0,Core staff,1,0
1309,5126311,M,N,N,0,180000.0,Working,Incomplete higher,Civil marriage,With parents,-7705.0,-288,1,1,0,1,Core staff,2,0
1310,5126321,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-17778.0,-1719,1,1,1,0,High skill tech staff,2,0
1312,5126457,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,-16825.0,-196,1,0,0,0,Security staff,2,0
1313,5126503,F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20977.0,365243,1,0,1,0,Laborers,2,0
1314,5126517,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-20516.0,-2265,1,0,1,0,Laborers,2,0
1316,5126527,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,-12269.0,-196,1,0,1,0,Medicine staff,2,0
1317,5126543,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10238.0,-3453,1,0,0,0,Laborers,2,0
1318,5126562,F,N,N,0,450000.0,Working,Higher education,Married,House / apartment,-11082.0,-3361,1,0,0,0,Sales staff,2,0
1319,5126612,F,Y,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20395.0,365243,1,0,1,0,Laborers,1,0
1320,5126687,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-19899.0,-3149,1,1,0,0,Laborers,2,0
1321,5126751,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,-16625.0,-561,1,0,0,0,Laborers,4,0
1322,5126809,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10676.0,-2326,1,0,1,1,Laborers,3,0
1323,5126826,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11680.0,-3695,1,0,0,0,Sales staff,3,0
1324,5132264,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-16040.342070773264,-2052,1,0,1,0,Laborers,2,0
1325,5132329,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22752.0,365243,1,0,0,0,Laborers,2,0
1326,5132340,F,N,Y,2,198000.0,Commercial associate,Incomplete higher,Separated,House / apartment,-15646.0,-2811,1,0,0,0,Laborers,3,0
1327,5132569,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14934.0,-1350,1,0,1,0,Sales staff,3,0
1328,5132752,M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10569.0,-226,1,1,1,0,Drivers,1,0
1329,5132784,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8854.0,-195,1,1,0,0,Laborers,1,0
1330,5132800,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-18540.0,-1534,1,0,0,0,Sales staff,1,0
1331,5132845,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-17493.0,-3694,1,0,0,1,Medicine staff,2,0
1332,5135344,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-20103.0,-555,1,0,0,0,Security staff,2,1
1335,5135378,F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082.0,-4979,1,0,0,0,Sales staff,2,0
1336,5135446,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,-10035.0,-170,1,0,0,0,Cleaning staff,3,0
1337,5135460,F,N,Y,3,37800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13014.0,365243,1,0,0,0,Laborers,5,0
1338,5135474,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19881.0,-7718,1,0,0,0,Secretaries,2,0
1339,5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,-10660.0,-1935,1,0,0,0,Core staff,1,0
1340,5135485,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,-10660.0,-1935,1,0,0,0,Core staff,1,1
1342,5135489,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10380.0,-3396,1,0,0,0,Laborers,4,0
1343,5135530,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21014.0,365243,1,0,0,0,Laborers,2,0
1344,5135531,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-13867.0,-1751,1,0,0,0,Drivers,1,0
1345,5135574,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11749.0,-992,1,0,0,0,Medicine staff,2,0
1346,5135636,M,Y,Y,0,195750.0,Working,Secondary / secondary special,Married,House / apartment,-18836.0,-931,1,1,1,0,Laborers,2,1
1347,5135705,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11004.0,-1570,1,0,0,0,Private service staff,2,0
1348,5135779,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-23844.0,-2147,1,0,1,0,Accountants,2,0
1349,5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19482.0,-2878,1,0,0,0,Laborers,2,0
1350,5135841,F,N,Y,1,36000.0,Working,Secondary / secondary special,Married,House / apartment,-12417.0,-1113,1,0,1,0,Core staff,3,0
1351,5135851,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16234.0,-6075,1,0,1,0,Laborers,3,0
1352,5135863,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-12226.0,-596,1,0,0,0,Sales staff,4,0
1353,5135938,F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,-15621.0,-3792,1,0,0,0,Sales staff,4,0
1354,5135946,M,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-15222.0,-3153,1,0,1,0,Laborers,1,0
1355,5135982,F,N,Y,0,423000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13480.0,-3153,1,0,0,0,Private service staff,1,0
1356,5135990,F,N,Y,1,585000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10430.0,-900,1,0,0,0,Managers,2,1
1358,5136012,F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,-13678.0,-7018,1,0,0,0,Core staff,5,0
1359,5136020,M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16143.0,-8479,1,0,0,0,Private service staff,3,0
1360,5136029,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-19532.0,-2331,1,0,0,0,Laborers,2,0
1361,5136909,M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-15244.0,-2908,1,1,0,1,Managers,3,0
1362,5136976,F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,-12677.0,-5587,1,0,0,0,Medicine staff,2,0
1363,5136985,M,Y,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12340.0,-3334,1,1,0,0,Managers,1,0
1364,5137022,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,-18181.0,-351,1,1,1,0,Laborers,1,0
1365,5137033,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14301.0,-200,1,0,1,0,Laborers,3,0
1366,5137151,F,N,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20429.0,365243,1,0,1,0,Laborers,2,0
1367,5137163,F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-17249.0,-1661,1,1,1,0,Laborers,2,0
1368,5137175,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20142.0,-3760,1,1,1,0,Sales staff,2,0
1369,5137187,F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11405.0,-1934,1,1,0,0,Laborers,2,0
1370,5137229,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14084.0,-2696,1,1,0,0,Drivers,2,0
1371,5137247,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17355.0,-3273,1,1,1,0,Secretaries,2,0
1372,5137292,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15243.0,-7260,1,1,1,0,High skill tech staff,3,0
1373,5137365,M,Y,N,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,-14479.0,-1022,1,0,1,0,Drivers,2,0
1374,5137385,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23272.0,365243,1,0,1,0,Laborers,2,0
1375,5137401,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,-17237.0,-3000,1,0,0,0,Medicine staff,1,0
1377,5137542,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18881.0,-3153,1,1,0,0,Cooking staff,2,0
1378,5139321,F,N,Y,0,121500.0,Pensioner,Higher education,Widow,House / apartment,-24231.0,365243,1,0,0,0,Laborers,1,0
1379,5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14439.0,-6094,1,1,0,0,Core staff,4,0
1380,5139548,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13584.0,-6337,1,0,1,0,Medicine staff,4,0
